emp_no;salary
33536;77221
33537;69399
33538;80635
33539;51251
33540;40831
33541;60772
33542;79670
33543;121354
33544;59910
33545;67265
33546;66080
33547;57907
33548;70060
33549;55734
33550;56417
33551;84856
33552;78615
33553;118897
33554;90235
33555;99929
33556;86066
33557;75655
33558;68048
33559;56035
33560;91530
33561;60489
33562;64901
33563;75747
33564;70787
33565;75429
33566;58139
33567;65504
33568;91422
33569;57028
33570;62168
33571;64120
33572;86661
33573;46282
33574;59950
33575;66314
33576;75819
33577;77385
33578;55909
33579;104882
33580;69860
33581;64800
33582;125493
33583;67936
33584;63883
33585;40000
33586;60740
33587;75065
33588;47718
33589;78565
33590;53671
33591;74879
33592;59921
33593;83044
33594;83526
33595;45262
33596;68260
33597;72814
33598;48717
33599;81558
33600;52947
33601;47413
33602;68220
33603;94751
33604;80045
33605;76986
33606;62896
33607;100216
33608;58352
33609;78759
33610;51948
33611;54576
33612;59514
33613;72431
33614;41958
33615;53366
33616;48690
33617;130849
33618;70680
33619;50353
33620;64430
33621;63052
33622;77417
33623;51554
33624;57232
33625;92058
33626;52891
33627;82524
33628;68124
33629;52353
33630;75184
33631;97274
33632;67921
33633;82325
33634;53731
33635;64270
33636;64882
33637;57220
33638;110956
33639;75072
33640;44132
33641;88900
33642;47735
33643;66689
33644;94683
33645;43697
33646;95940
33647;68225
33648;84981
33649;55865
33650;69593
33651;79770
33652;57755
33653;58124
33654;60802
33655;59677
33656;67479
33657;66099
33658;61874
33659;88552
33660;64378
33661;99928
33662;55097
33663;58301
33664;56363
33665;45540
33666;72369
33667;61311
33668;69911
33669;73782
33670;81977
33671;43849
33672;64797
33673;83105
33674;66346
33675;73511
33676;40000
33677;67394
33678;40000
33679;40000
33680;75016
33681;98443
33682;59328
33683;60165
33684;74889
33685;71716
33686;45627
33687;58720
33688;63038
33689;76717
33690;58593
33691;94977
33692;61339
33693;46295
33694;56955
33695;116698
33696;47169
33697;76534
33698;109152
33699;106221
33700;40000
33701;126226
33702;68138
33703;51679
33704;59408
33705;65496
33706;72824
33707;47761
33708;72719
33709;75975
33710;52247
33711;58986
33712;61012
33713;74271
33714;74132
33715;56431
33716;43012
33717;114229
33718;91965
33719;67788
33720;65468
33721;90790
33722;61999
33723;66977
33724;42854
33725;49686
33726;61159
33727;81287
33728;61176
33729;51652
33730;73919
33731;49033
33732;83782
33733;54145
33734;56570
33735;52595
33736;77146
33737;46894
33738;78367
33739;65403
33740;96629
33741;64401
33742;55024
33743;70146
33744;76720
33745;72369
33746;59678
33747;90062
33748;88361
33749;69984
33750;61722
33751;83025
33752;43298
33753;81323
33754;86104
33755;66339
33756;81378
33757;69610
33758;58012
33759;41970
33760;124341
33761;58982
33762;43093
33763;103671
33764;57407
33765;45136
33766;67634
33767;46822
33768;72480
33769;64295
33770;70567
33771;50449
33772;70408
33773;55677
33774;70261
33775;88558
33776;66124
33777;94290
33778;66208
33779;110498
33780;76721
33781;61859
33782;67616
33783;61484
33784;70707
33785;66125
33786;81681
33787;75946
33788;73529
33789;51802
33790;70041
33791;72679
33792;59114
33793;81858
33794;53175
33795;47794
33796;70099
33797;68242
33798;64721
33799;70500
33800;75478
33801;60088
33802;52899
33803;45677
33804;69072
33805;50607
33806;107914
33807;68312
33808;67896
33809;77671
33810;89583
33811;82086
33812;102423
33813;69496
33814;100682
33815;62739
33816;89559
33817;42252
33818;65674
33819;86211
33820;81728
33821;61739
33822;91438
33823;84607
33824;102327
33825;61194
33826;72996
33827;74801
33828;44996
33829;50855
33830;40000
33831;95913
33832;47129
33833;53876
33834;86930
33835;70215
33836;87786
33837;82419
33838;63333
33839;65669
33840;67064
33841;88233
33842;84260
33843;79723
33844;69659
33845;82241
33846;60207
33847;40000
33848;53226
33849;65116
33850;74928
33851;57717
33852;92844
33853;45308
33854;98287
33855;75523
33856;47511
33857;78664
33858;99269
33859;65399
33860;85671
33861;78976
33862;105087
33863;62233
33864;60621
33865;86661
33866;68297
33867;41467
33868;53036
33869;111891
33870;48479
33871;64372
33872;77142
33873;53949
33874;44515
33875;70619
33876;47826
33877;60149
33878;106561
33879;73762
33880;44586
33881;65747
33882;59689
33883;66288
33884;47991
33885;67300
33886;95520
33887;48237
33888;78026
33889;49455
33890;67164
33891;53479
33892;64067
33893;51013
33894;102644
33895;60813
33896;53568
33897;64442
33898;62653
33899;73392
33900;51997
33901;73746
33902;46777
33903;89961
33904;72491
33905;68659
33906;74029
33907;79096
33908;63623
33909;64087
33910;58959
33911;49612
33912;61615
33913;72963
33914;77553
33915;71615
33916;72076
33917;76986
33918;105932
33919;68728
33920;54744
33921;53594
33922;40000
33923;94523
33924;60409
33925;52251
33926;69641
33927;79840
33928;87647
33929;91105
33930;65634
33931;83825
33932;72256
33933;56487
33934;50290
33935;70585
33936;51044
33937;85010
33938;65574
33939;43883
33940;44909
33941;84689
33942;58102
33943;81977
33944;57686
33945;45723
33946;58751
33947;80999
33948;74971
33949;104448
33950;58295
33951;90599
33952;99098
33953;66996
33954;54143
33955;104845
33956;40000
33957;50420
33958;62460
33959;65008
33960;48170
33961;65607
33962;64865
33963;55866
33964;85000
33965;47238
33966;55285
33967;58861
33968;89644
33969;72444
33970;69983
33971;84273
33972;72072
33973;46801
33974;44515
33975;90238
33976;46181
33977;112039
33978;75060
33979;40453
33980;72164
33981;69702
33982;70095
33983;83386
33984;95836
33985;92798
33986;73038
33987;94508
33988;51958
33989;55829
33990;45163
33991;72881
33992;59625
33993;62027
33994;74356
33995;76509
33996;70582
33997;77456
33998;73227
33999;54888
34000;92016
34001;63739
34002;44803
34003;109176
34004;80212
34005;72193
34006;84167
34007;55401
34008;53549
34009;67522
34010;67930
34011;82125
34012;63665
34013;86458
34014;56050
34015;44047
34016;104916
34017;101757
34018;70743
34019;63485
34020;44096
34021;55802
34022;54464
34023;59280
34024;92764
34025;67318
34026;47964
34027;62784
34028;85651
34029;72038
34030;88940
34031;50350
34032;88653
34033;100162
34034;59193
34035;46324
34036;75185
34037;50101
34038;101939
34039;49813
34040;64002
34041;68350
34042;88787
34043;88979
34044;67288
34045;85744
34046;73355
34047;40000
34048;77359
34049;97768
34050;83511
34051;83684
34052;73845
34053;80868
34054;98547
34055;85175
34056;50403
34057;50622
34058;51320
34059;54776
34060;54305
34061;67739
34062;69065
34063;90199
34064;77166
34065;64193
34066;71153
34067;93147
34068;55394
34069;94941
34070;55333
34071;86462
34072;80946
34073;80277
34074;70934
34075;68984
34076;57789
34077;81555
34078;42893
34079;74710
34080;71601
34081;68703
34082;51072
34083;73459
34084;82862
34085;69674
34086;62058
34087;62154
34088;40338
34089;44071
34090;50266
34091;77218
34092;75246
34093;58328
34094;48522
34095;85739
34096;63694
34097;74351
34098;65204
34099;84438
34100;75985
34101;84567
34102;64905
34103;74564
34104;54725
34105;59511
34106;67502
34107;74186
34108;103128
34109;92197
34110;51644
34111;55964
34112;89140
34113;63019
34114;65815
34115;58711
34116;47821
34117;56036
34118;73679
34119;65566
34120;64206
34121;58158
34122;99325
34123;80658
34124;67523
34125;44093
34126;112300
34127;70195
34128;115288
34129;49895
34130;54419
34131;66929
34132;70097
34133;56304
34134;82553
34135;76144
34136;71813
34137;43519
34138;67341
34139;88067
34140;102753
34141;49971
34142;45376
34143;97736
34144;72295
34145;40000
34146;88954
34147;87973
34148;63304
34149;107751
34150;107640
34151;51895
34152;68661
34153;48478
34154;73460
34155;58567
34156;60138
34157;75791
34158;81595
34159;95584
34160;60103
34161;60290
34162;72994
34163;40906
34164;92403
34165;49464
34166;79272
34167;95304
34168;50831
34169;81009
34170;97030
34171;54738
34172;73087
34173;71052
34174;47904
34175;63735
34176;65585
34177;72811
34178;68479
34179;69702
34180;56808
34181;59897
34182;82825
34183;55986
34184;61102
34185;46771
34186;105764
34187;44134
34188;98639
34189;57564
34190;81931
34191;98389
34192;58649
34193;46760
34194;61249
34195;57227
34196;94505
34197;108202
34198;52971
34199;40658
34200;67248
34201;107637
34202;45507
34203;71831
34204;63543
34205;55280
34206;65827
34207;70576
34208;72004
34209;65450
34210;46154
34211;57010
34212;41458
34213;40000
34214;94348
34215;87843
34216;70860
34217;100531
34218;59825
34219;94806
34220;71755
34221;51471
34222;51193
34223;92762
34224;54597
34225;64301
34226;81383
34227;61102
34228;71326
34229;73041
34230;60969
34231;63384
34232;59360
34233;64115
34234;48838
34235;91124
34236;51388
34237;64062
34238;87474
34239;63396
34240;108265
34241;82460
34242;48858
34243;77842
34244;48289
34245;55648
34246;59105
34247;75079
34248;64661
34249;93017
34250;93157
34251;65523
34252;88237
34253;52718
34254;48070
34255;51627
34256;66346
34257;55921
34258;100801
34259;66158
34260;80211
34261;60856
34262;78193
34263;69255
34264;57415
34265;56904
34266;51639
34267;92566
34268;64910
34269;71378
34270;54521
34271;78654
34272;63294
34273;94018
34274;77738
34275;63572
34276;85442
34277;56409
34278;96240
34279;55777
34280;83040
34281;67292
34282;91315
34283;63331
34284;71735
34285;52712
34286;69487
34287;89774
34288;55373
34289;88244
34290;77522
34291;76755
34292;40000
34293;92688
34294;74873
34295;70221
34296;47598
34297;40000
34298;83835
34299;48156
34300;71769
34301;96260
34302;53960
34303;75916
34304;58037
34305;54550
34306;102957
34307;66406
34308;79346
34309;82591
34310;64415
34311;57487
34312;75270
34313;47451
34314;80782
34315;58992
34316;60524
34317;55503
34318;74482
34319;88520
34320;107241
34321;88318
34322;51844
34323;51140
34324;46525
34325;50578
34326;49482
34327;72678
34328;98992
34329;76293
34330;63546
34331;68622
34332;55188
34333;91183
34334;84608
34335;60824
34336;70056
34337;61495
34338;72648
34339;57892
34340;61120
34341;108906
34342;62615
34343;79518
34344;64749
34345;79272
34346;85362
34347;89706
34348;59961
34349;49879
34350;57622
34351;86149
34352;79076
34353;108685
34354;83890
34355;47726
34356;72623
34357;82779
34358;60940
34359;86972
34360;69757
34361;94624
34362;61413
34363;56449
34364;59191
34365;57242
34366;68581
34367;51425
34368;85745
34369;69267
34370;75149
34371;73876
34372;93947
34373;68612
34374;76788
34375;68705
34376;56433
34377;43796
34378;58727
34379;70870
34380;77486
34381;64628
34382;121692
34383;91499
34384;60523
34385;49361
34386;87596
34387;62447
34388;52616
34389;65086
34390;56133
34391;78470
34392;56433
34393;43191
34394;58951
34395;63415
34396;53373
34397;71065
34398;83850
34399;52362
34400;62563
34401;103164
34402;83006
34403;102344
34404;72871
34405;91910
34406;111680
34407;49120
34408;62286
34409;44728
34410;71925
34411;65036
34412;84806
34413;58139
34414;64311
34415;49806
34416;72042
34417;56173
34418;70869
34419;67425
34420;117619
34421;66962
34422;43497
34423;67091
34424;80908
34425;55648
34426;79396
34427;67445
34428;68872
34429;78657
34430;76145
34431;48144
34432;89796
34433;76750
34434;101721
34435;56354
34436;67481
34437;66119
34438;61845
34439;43913
34440;68688
34441;52467
34442;89467
34443;77074
34444;58668
34445;60895
34446;61590
34447;63019
34448;56497
34449;73332
34450;86836
34451;60961
34452;83038
34453;44310
34454;45099
34455;74051
34456;56121
34457;70748
34458;51176
34459;53663
34460;60126
34461;75557
34462;52577
34463;72416
34464;55420
34465;45075
34466;48412
34467;56687
34468;64250
34469;91953
34470;50483
34471;62699
34472;99845
34473;66641
34474;89406
34475;84529
34476;88103
34477;60800
34478;56973
34479;65896
34480;54055
34481;73755
34482;121468
34483;45436
34484;87353
34485;49451
34486;90690
34487;67637
34488;40728
34489;69643
34490;54335
34491;63930
34492;81347
34493;93689
34494;78697
34495;47786
34496;73512
34497;85913
34498;76780
34499;62855
34500;74206
34501;44500
34502;59713
34503;82728
34504;43193
34505;102894
34506;70401
34507;47530
34508;96046
34509;76076
34510;88422
34511;80427
34512;65353
34513;87802
34514;96428
34515;42227
34516;72431
34517;43614
34518;69752
34519;68351
34520;48065
34521;61970
34522;79923
34523;90877
34524;107581
34525;64902
34526;84229
34527;70672
34528;77697
34529;47902
34530;63505
34531;85629
34532;82503
34533;59597
34534;50390
34535;64199
34536;76336
34537;56780
34538;72790
34539;43872
34540;85956
34541;62071
34542;71893
34543;56037
34544;75384
34545;53321
34546;121520
34547;94604
34548;67151
34549;75265
34550;129600
34551;70744
34552;99286
34553;102217
34554;85117
34555;48595
34556;80743
34557;46732
34558;74862
34559;72157
34560;57771
34561;72940
34562;71848
34563;88519
34564;95563
34565;57209
34566;76936
34567;60473
34568;77800
34569;40582
34570;70090
34571;68867
34572;114324
34573;79978
34574;71373
34575;66484
34576;59104
34577;71210
34578;70773
34579;77090
34580;65021
34581;109048
34582;40966
34583;104944
34584;75983
34585;79869
34586;93018
34587;94990
34588;76476
34589;54964
34590;88797
34591;43304
34592;83401
34593;80961
34594;67836
34595;73403
34596;64786
34597;98678
34598;90325
34599;103033
34600;83319
34601;63923
34602;67043
34603;92927
34604;43613
34605;62393
34606;68116
34607;45895
34608;66942
34609;85155
34610;54571
34611;97933
34612;94847
34613;48337
34614;77319
34615;62241
34616;64714
34617;70551
34618;66323
34619;71632
34620;54602
34621;60114
34622;69571
34623;87938
34624;81191
34625;78997
34626;73574
34627;80914
34628;70078
34629;58108
34630;91034
34631;61340
34632;55493
34633;67958
34634;116182
34635;61253
34636;63001
34637;63481
34638;69766
34639;66957
34640;62675
34641;99760
34642;70481
34643;95168
34644;89285
34645;66239
34646;66960
34647;69211
34648;55576
34649;45585
